epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,450.761,0.62676,0.55907,0.86491,0.8864,0.87365,0.90182,0.77682,0.64257,0.59604,0.89716,6.83008e-05,6.83008e-05,6.83008e-05
138,454.035,0.63657,0.56331,0.8724,0.89464,0.86284,0.90057,0.77487,0.64576,0.59843,0.8984,6.38986e-05,6.38986e-05,6.38986e-05
139,457.346,0.63795,0.5675,0.87731,0.90758,0.85431,0.90192,0.77539,0.64628,0.59591,0.89791,5.94964e-05,5.94964e-05,5.94964e-05
140,460.624,0.61782,0.5529,0.86072,0.90545,0.85592,0.90156,0.77375,0.64836,0.59264,0.89862,5.50942e-05,5.50942e-05,5.50942e-05
141,464.511,0.61079,0.63712,0.86608,0.90526,0.85431,0.90278,0.77572,0.64832,0.59252,0.89773,5.0692e-05,5.0692e-05,5.0692e-05
142,467.692,0.61336,0.61612,0.85859,0.90208,0.84826,0.90155,0.77195,0.65616,0.61459,0.89737,4.62898e-05,4.62898e-05,4.62898e-05
143,470.811,0.6493,0.61981,0.86489,0.89632,0.85011,0.89721,0.76799,0.66362,0.6431,0.89828,4.18876e-05,4.18876e-05,4.18876e-05
144,473.944,0.59397,0.57566,0.85726,0.90676,0.84281,0.89457,0.76591,0.65807,0.65112,0.89779,3.74854e-05,3.74854e-05,3.74854e-05
145,477.052,0.57213,0.56503,0.85664,0.90364,0.85397,0.89315,0.76519,0.65888,0.64039,0.89947,3.30832e-05,3.30832e-05,3.30832e-05
146,480.184,0.55361,0.53116,0.86126,0.90696,0.84581,0.89204,0.76549,0.6615,0.63476,0.90248,2.8681e-05,2.8681e-05,2.8681e-05
147,483.281,0.57312,0.54134,0.84458,0.89901,0.85207,0.8917,0.7635,0.6617,0.63153,0.90328,2.42788e-05,2.42788e-05,2.42788e-05
148,486.416,0.55396,0.52909,0.84691,0.87837,0.85973,0.89003,0.76245,0.66126,0.62142,0.90472,1.98766e-05,1.98766e-05,1.98766e-05
149,489.555,0.55544,0.53789,0.84945,0.867,0.86875,0.89079,0.76379,0.65888,0.61744,0.90508,1.54744e-05,1.54744e-05,1.54744e-05
150,492.681,0.5356,0.52798,0.84879,0.86512,0.86652,0.88938,0.76382,0.65754,0.61005,0.90602,1.10722e-05,1.10722e-05,1.10722e-05
